pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z
345.694;11.132;286.322;345.94;13.487;286.257;346.058;10.189;285.23;348.25;6.378;284.961;346.088;10.53;286.31;346.058;10.189;285.23;346.448;15.2;288.131;346.854;12.463;288.87;346.4;15.069;285.591;345.846;15.221;284.306;346.097;10.174;287.386;345.757;5.791;287.106;346.854;12.463;288.87;348.072;10.26;288.792;345.846;15.221;284.306;345.069;12.413;283.847;348.25;6.378;284.961;347.447;1.599;285.129;346.525;15.097;286.729;346.448;15.2;288.131;345.757;5.791;287.106;343.68;1.463;286.69;346.088;10.53;286.31;346.097;10.174;287.386;345.94;13.487;286.257;345.603;15.601;286.242;346.088;10.53;286.31;345.694;11.132;286.322;345.069;12.413;283.847;345.266;9.959;283.762;345.603;15.601;286.242;347.082;16.467;286.002
346.339;11.039;286.226;346.59;13.394;286.158;346.71;10.096;285.138;349.024;6.356;284.88;346.73;10.437;286.219;346.71;10.096;285.138;347.074;15.127;288.021;347.614;12.415;288.766;347.036;14.976;285.484;346.48;15.119;284.198;346.727;10.08;287.294;346.159;5.718;287.077;347.614;12.415;288.766;348.984;10.305;288.65;346.48;15.119;284.198;345.61;12.334;283.77;349.024;6.356;284.88;348.923;1.51;285.023;347.16;15.012;286.621;347.074;15.127;288.021;346.159;5.718;287.077;343.685;1.598;286.726;346.73;10.437;286.219;346.727;10.08;287.294;346.59;13.394;286.158;346.234;15.504;286.131;346.73;10.437;286.219;346.339;11.039;286.226;345.61;12.334;283.77;345.652;9.872;283.689;346.234;15.504;286.131;347.705;16.382;285.889
347.01;10.958;286.118;347.251;13.313;286.045;347.387;10.02;285.027;349.729;6.296;284.817;347.4;10.355;286.11;347.387;10.02;285.027;347.705;15.063;287.896;348.328;12.369;288.646;347.676;14.897;285.36;347.117;15.025;284.074;347.389;9.991;287.183;346.655;5.651;287.032;348.328;12.369;288.646;349.779;10.314;288.515;347.117;15.025;284.074;346.198;12.251;283.672;349.729;6.296;284.817;349.974;1.455;284.967;347.801;14.942;286.497;347.705;15.063;287.896;346.655;5.651;287.032;343.74;1.823;286.762;347.4;10.355;286.11;347.389;9.991;287.183;347.251;13.313;286.045;346.867;15.419;286.004;347.4;10.355;286.11;347.01;10.958;286.118;346.198;12.251;283.672;346.134;9.79;283.596;346.867;15.419;286.004;348.328;16.313;285.758
347.703;10.913;285.999;347.924;13.269;285.919;348.083;9.987;284.899;350.36;6.219;284.758;348.093;10.309;285.985;348.083;9.987;284.899;348.35;15.03;287.757;348.997;12.343;288.511;348.327;14.854;285.222;347.765;14.964;283.936;348.079;9.934;287.054;347.269;5.606;286.963;348.997;12.343;288.511;350.456;10.294;288.386;347.765;14.964;283.936;346.839;12.189;283.555;350.36;6.219;284.758;350.619;1.38;284.934;348.451;14.909;286.358;348.35;15.03;287.757;347.269;5.606;286.963;343.913;2.152;286.779;348.093;10.309;285.985;348.079;9.934;287.054;347.924;13.269;285.919;347.511;15.369;285.863;348.093;10.309;285.985;347.703;10.913;285.999;346.839;12.189;283.555;346.724;9.729;283.483;347.511;15.369;285.863;348.96;16.281;285.61
348.406;10.918;285.872;348.605;13.276;285.783;348.784;10.005;284.76;350.912;6.149;284.69;348.797;10.315;285.85;348.784;10.005;284.76;349.005;15.042;287.611;349.62;12.348;288.366;348.991;14.86;285.076;348.431;14.952;283.788;348.786;9.928;286.915;348.019;5.591;286.868;349.62;12.348;288.366;351.025;10.26;288.265;348.431;14.952;283.788;347.536;12.166;283.419;350.912;6.149;284.69;350.956;1.304;284.899;349.114;14.924;286.213;349.005;15.042;287.611;348.019;5.591;286.868;344.286;2.544;286.77;348.797;10.315;285.85;348.786;9.928;286.915;348.605;13.276;285.783;348.169;15.371;285.713;348.797;10.315;285.85;348.406;10.918;285.872;347.536;12.166;283.419;347.424;9.706;283.35;348.169;15.371;285.713;349.609;16.295;285.454
349.104;10.974;285.74;349.285;13.334;285.644;349.473;10.07;284.619;351.382;6.1;284.609;349.495;10.372;285.711;349.473;10.07;284.619;349.664;15.1;287.466;350.2;12.388;288.216;349.666;14.916;284.931;349.113;14.994;283.639;349.495;9.977;286.773;348.9;5.613;286.751;350.2;12.388;288.216;351.5;10.232;288.15;349.113;14.994;283.639;348.284;12.188;283.264;351.382;6.1;284.609;351.106;1.265;284.859;349.782;14.986;286.068;349.664;15.1;287.466;348.9;5.613;286.751;344.91;2.912;286.74;349.495;10.372;285.711;349.495;9.977;286.773;349.285;13.334;285.644;348.838;15.426;285.561;349.495;10.372;285.711;349.104;10.974;285.74;348.284;12.188;283.264;348.225;9.726;283.194;348.838;15.426;285.561;350.274;16.355;285.301
349.781;11.07;285.61;349.953;13.43;285.506;350.135;10.169;284.481;351.773;6.08;284.521;350.173;10.469;285.573;350.135;10.169;284.481;350.316;15.194;287.328;350.738;12.459;288.066;350.342;15.011;284.793;349.802;15.08;283.495;350.189;10.073;286.634;349.89;5.678;286.613;350.738;12.459;288.066;351.897;10.223;288.043;349.802;15.08;283.495;349.069;12.251;283.095;351.773;6.08;284.521;351.17;1.278;284.829;350.447;15.083;285.93;350.316;15.194;287.328;349.89;5.678;286.613;345.779;3.165;286.69;350.173;10.469;285.573;350.189;10.073;286.634;349.953;13.43;285.506;349.508;15.522;285.414;350.173;10.469;285.573;349.781;11.07;285.61;349.069;12.251;283.095;349.11;9.789;283.019;349.508;15.522;285.414;350.947;16.449;285.161
350.425;11.186;285.483;350.597;13.546;285.373;350.761;10.282;284.351;352.091;6.084;284.432;350.819;10.586;285.441;350.761;10.282;284.351;350.949;15.306;287.201;351.232;12.549;287.922;351.004;15.125;284.667;350.485;15.193;283.36;350.856;10.193;286.503;350.951;5.79;286.459;351.232;12.549;287.922;352.225;10.234;287.946;350.485;15.193;283.36;349.879;12.341;282.917;352.091;6.084;284.432;351.208;1.332;284.819;351.096;15.196;285.805;350.949;15.306;287.201;350.951;5.79;286.459;346.864;3.241;286.612;350.819;10.586;285.441;350.856;10.193;286.503;350.597;13.546;285.373;350.166;15.641;285.277;350.819;10.586;285.441;350.425;11.186;285.483;349.879;12.341;282.917;350.066;9.886;282.831;350.166;15.641;285.277;351.615;16.556;285.039
351.033;11.298;285.363;351.212;13.657;285.248;351.348;10.388;284.23;352.344;6.099;284.35;351.427;10.7;285.317;351.348;10.388;284.23;351.554;15.413;287.088;351.685;12.639;287.789;351.642;15.236;284.554;351.15;15.309;283.237;351.488;10.314;286.38;352.036;5.944;286.292;351.685;12.639;287.789;352.494;10.254;287.866;351.15;15.309;283.237;350.703;12.438;282.734;352.344;6.099;284.35;351.244;1.401;284.831;351.719;15.301;285.694;351.554;15.413;287.088;352.036;5.944;286.292;348.143;3.111;286.488;351.427;10.7;285.317;351.488;10.314;286.38;351.212;13.657;285.248;350.8;15.756;285.155;351.427;10.7;285.317;351.033;11.298;285.363;350.703;12.438;282.734;351.084;10.006;282.641;350.8;15.756;285.155;352.262;16.656;284.936
351.604;11.382;285.252;351.797;13.739;285.134;351.897;10.463;284.12;352.541;6.109;284.279;351.999;10.783;285.202;351.897;10.463;284.12;352.128;15.488;286.99;352.101;12.707;287.674;352.252;15.318;284.457;351.79;15.404;283.13;352.084;10.406;286.267;353.1;6.122;286.122;352.101;12.707;287.674;352.717;10.268;287.807;351.79;15.404;283.13;351.533;12.522;282.556;352.541;6.109;284.279;351.278;1.463;284.858;352.312;15.376;285.599;352.128;15.488;286.99;353.1;6.122;286.122;349.626;2.788;286.303;351.999;10.783;285.202;352.084;10.406;286.267;351.797;13.739;285.134;351.405;15.842;285.049;351.999;10.783;285.202;351.604;11.382;285.252;351.533;12.522;282.556;352.153;10.14;282.463;351.405;15.842;285.049;352.881;16.724;284.854
352.149;11.414;285.152;352.358;13.77;285.031;352.417;10.489;284.02;352.697;6.097;284.219;352.542;10.815;285.098;352.417;10.489;284.02;352.677;15.511;286.906;352.492;12.734;287.582;352.836;15.352;284.375;352.404;15.455;283.039;352.647;10.444;286.163;354.098;6.29;285.962;352.492;12.734;287.582;352.913;10.258;287.774;352.404;15.455;283.039;352.361;12.579;282.388;352.697;6.097;284.219;351.29;1.505;284.887;352.88;15.398;285.518;352.677;15.511;286.906;354.098;6.29;285.962;351.334;2.343;286.049;352.542;10.815;285.098;352.647;10.444;286.163;352.358;13.77;285.031;351.985;15.877;284.96;352.542;10.815;285.098;352.149;11.414;285.152;352.361;12.579;282.388;353.249;10.282;282.312;351.985;15.877;284.96;353.473;16.744;284.79
352.683;11.384;285.063;352.914;13.738;284.938;352.926;10.453;283.929;352.841;6.056;284.169;353.071;10.782;285.004;352.926;10.453;283.929;353.223;15.469;286.832;352.886;12.708;287.514;353.408;15.322;284.302;352.999;15.449;282.961;353.192;10.413;286.069;354.999;6.404;285.823;352.886;12.708;287.514;353.115;10.212;287.765;352.999;15.449;282.961;353.172;12.595;282.236;352.841;6.056;284.169;351.26;1.531;284.907;353.441;15.358;285.446;353.223;15.469;286.832;354.999;6.404;285.823;353.242;1.917;285.746;353.071;10.782;285.004;353.192;10.413;286.069;352.914;13.738;284.938;352.555;15.847;284.883;353.071;10.782;285.004;352.683;11.384;285.063;353.172;12.595;282.236;354.329;10.42;282.192;352.555;15.847;284.883;354.051;16.704;284.734
353.229;11.292;284.984;353.486;13.643;284.854;353.443;10.359;283.846;353.018;5.984;284.122;353.608;10.685;284.918;353.443;10.359;283.846;353.796;15.366;286.761;353.317;12.63;287.463;353.989;15.23;284.232;353.588;15.381;282.891;353.739;10.314;285.981;355.799;6.43;285.702;353.317;12.63;287.463;353.368;10.131;287.772;353.588;15.381;282.891;353.949;12.563;282.099;353.018;5.984;284.122;351.191;1.562;284.911;354.019;15.256;285.375;353.796;15.366;286.761;355.799;6.43;285.702;355.198;1.657;285.433;353.608;10.685;284.918;353.739;10.314;285.981;353.486;13.643;284.854;353.137;15.755;284.814;353.608;10.685;284.918;353.229;11.292;284.984;353.949;12.563;282.099;355.34;10.53;282.09;353.137;15.755;284.814;354.636;16.607;284.676
353.808;11.156;284.91;354.089;13.504;284.776;353.993;10.223;283.766;353.284;5.887;284.073;354.176;10.543;284.838;353.993;10.223;283.766;354.415;15.221;286.688;353.818;12.516;287.417;354.593;15.092;284.158;354.181;15.266;282.823;354.312;10.166;285.898;356.522;6.368;285.582;353.818;12.516;287.417;353.715;10.025;287.776;354.181;15.266;282.823;354.682;12.486;281.975;353.284;5.887;284.073;351.129;1.622;284.899;354.631;15.113;285.301;354.415;15.221;286.688;356.522;6.368;285.582;356.939;1.588;285.14;354.176;10.543;284.838;354.312;10.166;285.898;354.089;13.504;284.776;353.747;15.617;284.749;354.176;10.543;284.838;353.808;11.156;284.91;354.682;12.486;281.975;356.252;10.588;281.985;353.747;15.617;284.749;355.245;16.472;284.608
354.433;11.003;284.839;354.727;13.349;284.706;354.595;10.07;283.692;353.678;5.775;284.022;354.792;10.385;284.762;354.595;10.07;283.692;355.073;15.065;286.617;354.396;12.384;287.362;355.219;14.94;284.084;354.782;15.128;282.76;354.935;10.004;285.82;357.209;6.251;285.45;354.396;12.384;287.362;354.173;9.907;287.76;354.782;15.128;282.76;355.379;12.38;281.87;353.678;5.775;284.022;351.143;1.729;284.872;355.273;14.958;285.228;355.073;15.065;286.617;357.209;6.251;285.45;358.246;1.579;284.877;354.792;10.385;284.762;354.935;10.004;285.82;354.727;13.349;284.706;354.38;15.462;284.689;354.792;10.385;284.762;354.433;11.003;284.839;355.379;12.38;281.87;357.07;10.589;281.874;354.38;15.462;284.689;355.872;16.326;284.539
355.103;10.865;284.772;355.391;13.213;284.646;355.253;9.93;283.626;354.208;5.665;283.969;355.46;10.247;284.694;355.253;9.93;283.626;355.743;14.931;286.557;355.031;12.257;287.293;355.86;14.81;284.023;355.396;15.002;282.707;355.613;9.869;285.751;357.882;6.119;285.308;355.031;12.257;287.293;354.731;9.791;287.713;355.396;15.002;282.707;356.057;12.274;281.801;354.208;5.665;283.969;351.275;1.901;284.831;355.928;14.826;285.165;355.743;14.931;286.557;357.882;6.119;285.308;359.057;1.491;284.658;355.46;10.247;284.694;355.613;9.869;285.751;355.391;13.213;284.646;355.023;15.322;284.639;355.46;10.247;284.694;355.103;10.865;284.772;356.057;12.274;281.801;357.809;10.542;281.782;355.023;15.322;284.639;356.506;16.2;284.484
355.808;10.778;284.709;356.077;13.128;284.593;355.957;9.834;283.569;354.868;5.58;283.914;356.17;10.161;284.633;355.957;9.834;283.569;356.42;14.839;286.511;355.708;12.157;287.218;356.521;14.734;283.976;356.04;14.922;282.666;356.333;9.793;285.692;358.515;6.002;285.179;355.708;12.157;287.218;355.375;9.696;287.638;356.04;14.922;282.666;356.714;12.192;281.773;354.868;5.58;283.914;351.528;2.17;284.77;356.596;14.745;285.118;356.42;14.839;286.511;358.515;6.002;285.179;359.437;1.318;284.516;356.17;10.161;284.633;356.333;9.793;285.692;356.077;13.128;284.593;355.682;15.232;284.6;356.17;10.161;284.633;355.808;10.778;284.709;356.714;12.192;281.773;358.452;10.447;281.731;355.682;15.232;284.6;357.157;16.125;284.45
356.531;10.765;284.646;356.782;13.118;284.541;356.686;9.808;283.518;355.66;5.538;283.852;356.897;10.151;284.578;356.686;9.808;283.518;357.123;14.806;286.472;356.432;12.109;287.145;357.215;14.731;283.934;356.727;14.911;282.626;357.064;9.797;285.641;359.067;5.914;285.081;356.432;12.109;287.145;356.102;9.645;287.547;356.727;14.911;282.626;357.327;12.152;281.771;355.66;5.538;283.852;351.921;2.561;284.674;357.293;14.734;285.076;357.123;14.806;286.472;359.067;5.914;285.081;359.516;1.155;284.467;356.897;10.151;284.578;357.064;9.797;285.641;356.782;13.118;284.541;356.375;15.22;284.564;356.897;10.151;284.578;356.531;10.765;284.646;357.327;12.152;281.771;358.965;10.313;281.711;356.375;15.22;284.564;357.847;16.117;284.42
357.247;10.829;284.582;357.488;13.184;284.482;357.415;9.862;283.465;356.607;5.543;283.768;357.618;10.217;284.522;357.415;9.862;283.465;357.853;14.84;286.425;357.2;12.129;287.08;357.928;14.799;283.885;357.433;14.969;282.578;357.78;9.875;285.59;359.522;5.869;285.023;357.2;12.129;287.08;356.91;9.655;287.456;357.433;14.969;282.578;357.873;12.165;281.774;356.607;5.543;283.768;352.537;3.017;284.525;358.009;14.793;285.027;357.853;14.84;286.425;359.522;5.869;285.023;359.458;1.08;284.489;357.618;10.217;284.522;357.78;9.875;285.59;357.488;13.184;284.482;357.092;15.287;284.52;357.618;10.217;284.522;357.247;10.829;284.582;357.873;12.165;281.774;359.345;10.192;281.7;357.092;15.287;284.52;358.568;16.177;284.374
357.934;10.944;284.518;358.163;13.3;284.423;358.126;9.978;283.404;357.725;5.597;283.64;358.311;10.335;284.464;358.126;9.978;283.404;358.574;14.934;286.366;357.995;12.207;287.024;358.609;14.912;283.824;358.099;15.073;282.522;358.462;9.995;285.534;359.906;5.869;284.994;357.995;12.207;287.024;357.797;9.719;287.367;358.099;15.073;282.522;358.349;12.232;281.77;357.725;5.597;283.64;353.466;3.378;284.312;358.704;14.903;284.965;358.574;14.934;286.366;359.906;5.869;284.994;359.417;1.098;284.53;358.311;10.335;284.464;358.462;9.995;285.534;358.163;13.3;284.423;357.785;15.406;284.471;358.311;10.335;284.464;357.934;10.944;284.518;358.349;12.232;281.77;359.643;10.138;281.684;357.785;15.406;284.471;359.268;16.283;284.305
358.58;11.07;284.457;358.787;13.428;284.368;358.807;10.119;283.337;358.972;5.719;283.458;358.968;10.468;284.403;358.807;10.119;283.337;359.256;15.061;286.297;358.805;12.313;286.968;359.227;15.037;283.755;358.689;15.189;282.463;359.108;10.12;285.472;360.242;5.893;284.976;358.805;12.313;286.968;358.78;9.812;287.26;358.689;15.189;282.463;358.764;12.324;281.764;358.972;5.719;283.458;354.727;3.452;284.052;359.346;15.031;284.893;359.256;15.061;286.297;360.242;5.893;284.976;359.444;1.16;284.55;358.968;10.468;284.403;359.108;10.12;285.472;358.787;13.428;284.368;358.419;15.536;284.417;358.968;10.468;284.403;358.58;11.07;284.457;358.764;12.324;281.764;359.895;10.138;281.662;358.419;15.536;284.417;359.903;16.403;284.219
359.195;11.175;284.392;359.382;13.535;284.312;359.456;10.242;283.264;360.237;5.907;283.241;359.594;10.58;284.337;359.456;10.242;283.264;359.91;15.182;286.217;359.639;12.414;286.903;359.809;15.138;283.675;359.238;15.286;282.397;359.72;10.22;285.404;360.53;5.913;284.955;359.639;12.414;286.903;359.867;9.915;287.112;359.238;15.286;282.397;359.131;12.408;281.757;360.237;5.907;283.241;356.27;3.171;283.778;359.957;15.141;284.81;359.91;15.182;286.217;360.53;5.913;284.955;359.485;1.227;284.542;359.594;10.58;284.337;359.72;10.22;285.404;359.382;13.535;284.312;359.019;15.644;284.355;359.594;10.58;284.337;359.195;11.175;284.392;359.131;12.408;281.757;360.09;10.142;281.639;359.019;15.644;284.355;360.5;16.508;284.116
359.798;11.239;284.316;359.983;13.599;284.242;360.081;10.314;283.186;361.403;6.116;283.023;360.199;10.645;284.263;360.081;10.314;283.186;360.563;15.263;286.121;360.494;12.486;286.823;360.407;15.194;283.583;359.81;15.343;282.317;360.31;10.278;285.33;360.781;5.918;284.923;360.494;12.486;286.823;361.016;10.025;286.928;359.81;15.343;282.317;359.49;12.468;281.743;361.403;6.116;283.023;358.034;2.661;283.497;360.578;15.205;284.715;360.563;15.263;286.121;360.781;5.918;284.923;359.502;1.289;284.516;360.199;10.645;284.263;360.31;10.278;285.33;359.983;13.599;284.242;359.633;15.71;284.274;360.199;10.645;284.263;359.798;11.239;284.316;359.49;12.468;281.743;360.248;10.127;281.618;359.633;15.71;284.274;361.108;16.572;283.998
360.4;11.248;284.224;360.604;13.607;284.151;360.694;10.32;283.1;362.43;6.281;282.822;360.799;10.652;284.178;360.694;10.32;283.1;361.214;15.287;286.013;361.347;12.517;286.726;361.032;15.195;283.477;360.419;15.348;282.219;360.892;10.287;285.247;361.032;5.899;284.885;361.347;12.517;286.726;362.157;10.131;286.726;360.419;15.348;282.219;359.89;12.491;281.711;362.43;6.281;282.822;359.947;2.134;283.209;361.214;15.213;284.607;361.214;15.287;286.013;361.032;5.899;284.885;359.494;1.349;284.491;360.799;10.652;284.178;360.892;10.287;285.247;360.604;13.607;284.151;360.269;15.721;284.172;360.799;10.652;284.178;360.4;11.248;284.224;359.89;12.491;281.711;360.431;10.091;281.593;360.269;15.721;284.172;361.739;16.581;283.871
361.009;11.204;284.118;361.237;13.56;284.043;361.311;10.267;283.003;363.338;6.373;282.649;361.404;10.605;284.081;361.311;10.267;283.003;361.852;15.26;285.894;362.174;12.506;286.612;361.667;15.144;283.36;361.049;15.299;282.104;361.479;10.245;285.153;361.319;5.854;284.844;362.174;12.506;286.612;363.235;10.223;286.522;361.049;15.299;282.104;360.346;12.47;281.653;363.338;6.373;282.649;361.867;1.761;282.929;361.851;15.167;284.489;361.852;15.26;285.894;361.319;5.854;284.844;359.476;1.415;284.488;361.404;10.605;284.081;361.479;10.245;285.153;361.237;13.56;284.043;360.906;15.675;284.053;361.404;10.605;284.081;361.009;11.204;284.118;360.346;12.47;281.653;360.676;10.031;281.548;360.906;15.675;284.053;362.374;16.537;283.741
361.632;11.123;283.999;361.877;13.477;283.92;361.941;10.179;282.892;364.159;6.393;282.506;362.024;10.521;283.969;361.941;10.179;282.892;362.475;15.196;285.763;362.959;12.466;286.481;362.299;15.059;283.23;361.68;15.21;281.975;362.085;10.165;285.043;361.664;5.787;284.8;362.959;12.466;286.481;364.219;10.291;286.325;361.68;15.21;281.975;360.851;12.409;281.567;364.159;6.393;282.506;363.589;1.581;282.694;362.482;15.089;284.36;362.475;15.196;285.763;361.664;5.787;284.8;359.466;1.508;284.512;362.024;10.521;283.969;362.085;10.165;285.043;361.877;13.477;283.92;361.536;15.591;283.92;362.024;10.521;283.969;361.632;11.123;283.999;360.851;12.409;281.567;360.997;9.951;281.476;361.536;15.591;283.92;362.998;16.46;283.604
362.278;11.03;283.867;362.524;13.385;283.784;362.594;10.088;282.761;364.909;6.358;282.393;362.668;10.428;283.839;362.594;10.088;282.761;363.094;15.123;285.618;363.7;12.417;286.334;362.929;14.968;283.086;362.307;15.107;281.831;362.717;10.07;284.913;362.087;5.714;284.746;363.7;12.417;286.334;365.092;10.326;286.14;362.307;15.107;281.831;361.399;12.326;281.456;364.909;6.358;282.393;364.947;1.511;282.533;363.112;15.006;284.215;363.094;15.123;285.618;362.087;5.714;284.746;359.482;1.665;284.55;362.668;10.428;283.839;362.717;10.07;284.913;362.524;13.385;283.784;362.16;15.494;283.773;362.668;10.428;283.839;362.278;11.03;283.867;361.399;12.326;281.456;361.403;9.864;281.376;362.16;15.494;283.773;363.614;16.376;283.455
362.949;10.957;283.721;363.181;13.312;283.633;363.271;10.022;282.61;365.591;6.291;282.298;363.338;10.353;283.691;363.271;10.022;282.61;363.722;15.065;285.456;364.394;12.375;286.173;363.564;14.896;282.925;362.939;15.02;281.67;363.38;9.987;284.763;362.61;5.652;284.669;364.394;12.375;286.173;365.846;10.327;285.967;362.939;15.02;281.67;361.995;12.247;281.322;365.591;6.291;282.298;365.877;1.452;282.439;363.747;14.944;284.054;363.722;15.065;285.456;362.61;5.652;284.669;359.563;1.919;284.578;363.338;10.353;283.691;363.38;9.987;284.763;363.181;13.312;283.633;362.787;15.416;283.609;363.338;10.353;283.691;362.949;10.957;283.721;361.995;12.247;281.322;361.907;9.786;281.251;362.787;15.416;283.609;364.23;16.315;283.286
363.639;10.924;283.563;363.85;13.282;283.47;363.962;10.002;282.442;366.197;6.214;282.206;364.028;10.321;283.527;363.962;10.002;282.442;364.362;15.044;285.281;365.043;12.357;286.002;364.21;14.866;282.751;363.583;14.971;281.495;364.069;9.943;284.595;363.255;5.614;284.559;365.043;12.357;286.002;366.485;10.301;285.808;363.583;14.971;281.495;362.644;12.194;281.166;366.197;6.214;282.206;366.424;1.374;282.379;364.393;14.923;283.879;364.362;15.044;285.281;363.255;5.614;284.559;359.783;2.272;284.577;364.028;10.321;283.527;364.069;9.943;284.595;363.85;13.282;283.47;363.427;15.38;283.432;364.028;10.321;283.527;363.639;10.924;283.563;362.644;12.194;281.166;362.521;9.734;281.102;363.427;15.38;283.432;364.858;16.295;283.103
364.335;10.944;283.398;364.523;13.303;283.298;364.653;10.034;282.266;366.722;6.148;282.107;364.724;10.341;283.354;364.653;10.034;282.266;365.01;15.069;285.101;365.646;12.372;285.824;364.87;14.887;282.57;364.245;14.974;281.312;364.77;9.952;284.417;364.036;5.609;284.418;365.646;12.372;285.824;367.02;10.266;285.661;364.245;14.974;281.312;363.348;12.183;280.988;366.722;6.148;282.107;366.696;1.304;282.328;365.049;14.952;283.699;365.01;15.069;285.101;364.036;5.609;284.418;360.221;2.667;284.539;364.724;10.341;283.354;364.77;9.952;284.417;364.523;13.303;283.298;364.08;15.396;283.246;364.724;10.341;283.354;364.335;10.944;283.398;363.348;12.183;280.988;363.242;9.722;280.925;364.08;15.396;283.246;365.503;16.323;282.913
365.021;11.013;283.231;365.193;13.372;283.124;365.328;10.11;282.09;367.165;6.107;282.001;365.41;10.411;283.18;365.328;10.11;282.09;365.66;15.138;284.924;366.206;12.421;285.645;365.538;14.955;282.392;364.922;15.029;281.128;365.468;10.015;284.24;364.943;5.642;284.247;366.206;12.421;285.645;367.466;10.243;285.525;364.922;15.029;281.128;364.098;12.217;280.79;367.165;6.107;282.001;366.812;1.279;282.283;365.71;15.026;283.521;365.66;15.138;284.924;364.943;5.642;284.247;360.911;3.011;284.469;365.41;10.411;283.18;365.468;10.015;284.24;365.193;13.372;283.124;364.742;15.464;283.061;365.41;10.411;283.18;365.021;11.013;283.231;364.098;12.217;280.79;364.058;9.755;280.721;364.742;15.464;283.061;366.163;16.394;282.729
365.682;11.116;283.067;365.847;13.476;282.953;365.973;10.215;281.921;367.53;6.095;281.893;366.072;10.516;283.009;365.973;10.215;281.921;366.3;15.239;284.755;366.723;12.498;285.469;366.203;15.057;282.222;365.603;15.125;280.951;366.148;10.12;284.068;365.948;5.719;284.053;366.723;12.498;285.469;367.837;10.24;285.401;365.603;15.125;280.951;364.881;12.289;280.578;367.53;6.095;281.893;366.863;1.305;282.255;366.364;15.129;283.353;366.3;15.239;284.755;365.948;5.719;284.053;361.839;3.221;284.364;366.072;10.516;283.009;366.148;10.12;284.068;365.847;13.476;282.953;365.401;15.569;282.882;366.072;10.516;283.009;365.682;11.116;283.067;364.881;12.289;280.578;364.953;9.828;280.495;365.401;15.569;282.882;366.828;16.493;282.559
366.309;11.234;282.91;366.477;13.594;282.79;366.581;10.329;281.762;367.825;6.103;281.79;366.7;10.634;282.846;366.581;10.329;281.762;366.92;15.352;284.6;367.198;12.59;285.302;366.853;15.172;282.066;366.274;15.241;280.784;366.798;10.243;283.905;367.01;5.844;283.84;367.198;12.59;285.302;368.143;10.255;285.292;366.274;15.241;280.784;365.685;12.383;280.356;367.825;6.103;281.79;366.899;1.366;282.249;366.999;15.242;283.199;366.92;15.352;284.6;367.01;5.844;283.84;362.972;3.242;284.217;366.7;10.634;282.846;366.798;10.243;283.905;366.477;13.594;282.79;366.046;15.689;282.716;366.7;10.634;282.846;366.309;11.234;282.91;365.685;12.383;280.356;365.916;9.932;280.256;366.046;15.689;282.716;367.484;16.601;282.408
366.9;11.341;282.762;367.076;13.699;282.636;367.15;10.428;281.614;368.057;6.119;281.698;367.291;10.742;282.694;367.15;10.428;281.614;367.51;15.453;284.46;367.633;12.676;285.151;367.477;15.278;281.925;366.926;15.354;280.632;367.413;10.359;283.753;368.084;6.007;283.615;367.633;12.676;285.151;368.394;10.275;285.203;366.926;15.354;280.632;366.501;12.478;280.132;368.057;6.119;281.698;366.936;1.435;282.265;367.608;15.341;283.06;367.51;15.453;284.46;368.084;6.007;283.615;364.295;3.056;284.01;367.291;10.742;282.694;367.413;10.359;283.753;367.076;13.699;282.636;366.666;15.799;282.566;367.291;10.742;282.694;366.9;11.341;282.762;366.501;12.478;280.132;366.939;10.057;280.015;366.666;15.799;282.566;368.119;16.694;282.279
